epoch,class_accuracy,class_loss,loss,ordinal_accuracy,ordinal_loss,val_class_accuracy,val_class_loss,val_loss,val_ordinal_accuracy,val_ordinal_loss
0,0.0,0.41271328926086426,4.4157609939575195,0.0,4.209404468536377,0.800000011920929,0.33146432042121887,4.242130756378174,0.0,4.0763983726501465
1,0.0,0.3858081102371216,4.371161937713623,0.0,4.178257942199707,0.800000011920929,0.3313278555870056,4.242084980010986,0.0,4.07642126083374
2,0.0,0.3926129937171936,4.504022121429443,0.0,4.30771541595459,0.800000011920929,0.33127397298812866,4.240915298461914,0.0,4.075278282165527
3,0.0,0.3873264193534851,4.449637413024902,0.0,4.255974292755127,0.800000011920929,0.3314187824726105,4.241168975830078,0.0,4.0754594802856445
4,0.0,0.3519526720046997,4.761745452880859,0.20000000298023224,4.585769176483154,0.800000011920929,0.3313649296760559,4.242793560028076,0.0,4.07711124420166
5,0.0,0.37292641401290894,4.527303695678711,0.0,4.3408403396606445,0.800000011920929,0.33137330412864685,4.241968631744385,0.0,4.076282024383545
6,0.0,0.3922129273414612,4.544244766235352,0.0,4.348138332366943,0.800000011920929,0.3274800479412079,4.237441062927246,0.0,4.073700904846191
7,0.20000000298023224,0.3716944456100464,3.4341626167297363,0.0,3.2483150959014893,0.800000011920929,0.3255981206893921,4.17887020111084,0.0,4.016071319580078
8,0.20000000298023224,0.3503085672855377,2.7922544479370117,0.0,2.617100238800049,0.800000011920929,0.31677716970443726,4.131643772125244,0.0,3.973255157470703
9,0.4000000059604645,0.22324781119823456,1.6857353448867798,0.0,1.5741113424301147,0.800000011920929,0.30647140741348267,4.061190128326416,0.0,3.907954454421997
10,0.4000000059604645,0.2222379446029663,1.2328135967254639,0.0,1.121694564819336,0.800000011920929,0.30296391248703003,4.021061420440674,0.0,3.869579315185547
11,0.6000000238418579,0.14144077897071838,0.7626633048057556,0.0,0.6919429302215576,0.800000011920929,0.29268723726272583,3.9443657398223877,0.0,3.7980217933654785
12,0.800000011920929,0.07500611990690231,0.4930591583251953,0.0,0.45555609464645386,0.800000011920929,0.2851325273513794,3.8669357299804688,0.0,3.724369525909424
13,0.6000000238418579,0.14244428277015686,0.3672739267349243,0.0,0.2960518002510071,0.800000011920929,0.2796536386013031,3.829754590988159,0.0,3.6899280548095703
14,0.800000011920929,0.10455169528722763,0.16474352777004242,0.0,0.1124676838517189,0.800000011920929,0.26784414052963257,3.722923755645752,0.0,3.589001417160034
15,0.800000011920929,0.026890555396676064,0.10002496093511581,0.0,0.08657968044281006,0.800000011920929,0.26803794503211975,3.734144687652588,0.0,3.600125551223755
16,1.0,0.009454749524593353,0.07275421917438507,0.0,0.0680268406867981,0.800000011920929,0.26482534408569336,3.6766750812530518,0.0,3.544262409210205
17,0.800000011920929,0.012658549472689629,0.044471681118011475,0.0,0.038142405450344086,0.800000011920929,0.2555094063282013,3.563110828399658,0.0,3.4353561401367188
18,1.0,0.0005531084607355297,0.01861446537077427,0.0,0.018337910994887352,0.800000011920929,0.2473462074995041,3.4315009117126465,0.0,3.3078277111053467
19,1.0,9.348405910714064e-06,0.009399618953466415,0.0,0.00939494464546442,0.800000011920929,0.23743009567260742,3.35313081741333,0.0,3.2344155311584473
20,1.0,3.0566305213142186e-05,0.012390175834298134,0.0,0.012374892830848694,0.800000011920929,0.23067855834960938,3.2781639099121094,0.0,3.1628246307373047
21,0.800000011920929,0.009908510372042656,0.012082979083061218,0.0,0.007128724362701178,0.800000011920929,0.22288107872009277,3.184319019317627,0.0,3.07287859916687
22,1.0,2.93293646791426e-06,0.001251497189514339,0.0,0.001250030705705285,0.800000011920929,0.21861620247364044,3.1041738986968994,0.0,2.994865894317627
